19,5,171,171,0
1,5,10,10,0
36,5,233,233,0
38,5,244,244,0
16,10,78,78,0
22,10,105,105,0
3,5,31,31,0
11,5,117,117,0
41,5,232,232,0
15,10,74,74,0
28,10,129,129,0
3,10,15,15,0
29,10,131,131,0
46,5,244,244,0
40,5,174,174,0
13,10,64,64,0
5,10,25,25,0
16,5,150,150,0
18,10,90,90,0
14,10,71,71,0
23,10,114,114,0
33,10,147,147,0
34,10,150,150,0
30,10,132,132,0
15,5,150,150,0
30,5,122,122,0
32,5,144,144,0
11,10,14,14,0
37,10,149,149,0
25,5,181,181,0
36,10,147,147,0
26,10,118,118,0
31,5,125,125,0
10,10,11,11,0
39,5,223,223,0
21,10,94,94,0
12,5,123,123,0
46,10,189,189,0
6,10,30,30,0
48,10,201,201,0
45,10,194,194,0
24,10,119,119,0
20,10,101,101,0
8,5,88,88,0
42,10,158,158,0
43,10,185,185,0
39,10,150,150,0
25,10,123,123,0
31,10,97,97,0
32,10,105,105,0
49,10,211,211,0
12,10,46,46,0
21,5,180,180,0
43,5,241,241,0
35,10,158,158,0
24,5,178,178,0
18,5,178,178,0
49,5,244,244,0
50,10,169,169,0
1,10,5,5,0
44,10,190,190,0
37,5,236,236,0
13,5,134,134,0
47,10,205,205,0
2,5,21,21,0
5,5,47,47,0
27,10,132,132,0
4,5,44,44,0
2,10,10,10,0
20,5,74,74,0
40,10,173,173,0
17,5,161,161,0
45,5,238,238,0
47,5,248,248,0
8,10,17,17,0
7,10,35,35,0
44,5,254,254,0
29,5,219,219,0
27,5,194,194,0
38,10,109,109,0
34,5,184,184,0
48,5,239,239,0
23,5,191,191,0
33,5,169,169,0
35,5,197,197,0
50,5,77,77,0
42,5,246,246,0
4,10,20,20,0
9,5,88,88,0
6,5,66,66,0
7,5,77,77,0
10,5,101,101,0
28,5,196,196,0
26,5,189,189,0
9,10,16,16,0
41,10,175,175,0
19,10,92,92,0
17,10,83,83,0
22,5,166,166,0
14,5,136,136,0
