1,10,600,600,1,0,0
1,10,600,600,0,1,0
1,10,600,600,1,0,0
1,10,600,600,0,1,0
1,10,600,600,1,0,0
1,10,600,600,0,1,0
1,10,600,600,1,0,0
1,10,600,600,0,1,0
2,10,600,600,0,0,1
2,10,600,600,1,0,0
2,10,600,600,0,1,0
2,10,600,600,1,0,0
2,10,600,600,0,1,0
2,10,600,600,1,0,0
2,10,600,600,0,1,0
2,10,600,600,1,0,0
2,10,600,600,0,1,0
2,10,600,600,1,0,0
2,10,600,600,0,1,0
2,10,600,600,1,0,0
2,10,600,600,0,1,0
2,10,600,600,1,0,0
2,10,600,600,0,1,0
2,10,600,600,1,0,0
2,10,600,600,0,1,0
3,10,600,600,0,0,1
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
3,10,600,600,1,0,0
3,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,1,0,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,0,1,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
4,10,600,600,0,1,0
4,10,600,600,1,0,0
4,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,0,1,0
5,10,600,600,1,0,0
5,10,600,600,0,1,0
6,10,600,600,0,0,1
6,10,600,600,0,0,1
6,10,600,600,0,0,1
6,10,600,600,0,0,1
6,10,600,600,0,0,1
6,10,600,600,1,0,0
6,10,600,600,0,1,0
6,10,600,600,1,0,0
6,10,600,600,1,0,0
6,10,600,600,1,0,0
6,10,600,600,1,0,0
6,10,600,600,1,0,0
6,10,600,600,0,1,0
6,10,600,600,0,1,0
6,10,600,600,0,1,0
6,10,600,600,0,1,0
6,10,600,600,0,1,0
6,10,600,600,1,0,0
6,10,600,600,0,1,0
6,10,600,600,1,0,0
6,10,600,600,1,0,0
6,10,600,600,1,0,0
6,10,600,600,1,0,0
6,10,600,600,0,1,0
6,10,600,600,0,1,0
6,10,600,600,0,1,0
6,10,600,600,0,1,0
6,10,600,600,1,0,0
